drop-dead		非常美丽的
ravish			强奸
ravishing		引人入胜的
beauteous		非常美丽的
gibbous			突起的，（天体）凸圆的
heartstring		心弦
teem			充满，大量出现
mettlesome		勇敢的，精神饱满的
ratiocination	推论，推理
wiseacre		自作聪明的人
prescind		割开，独立思考
bardolater		崇拜莎士比亚的人
photog			摄影师
lensman			摄影师
shutter			百叶窗，快门
shutterbug		摄影爱好者
tabloid			小报，八卦小报
demotic			通俗的，民众的
malinger		装病以逃避工作
venal			贪污的，用金钱购买的
syllogism		三段论
anagram			回文构词法
succinct		简洁的
eyepiece		目镜
lens			镜头
telecast		电视广播
gaffer			[n]乡下老头
booty			[n]战利品，赃物
incandescent	[n]白炽灯；辉煌的，炙热的
miscast			[n]角色分配不当
oeuvre			[n]<<French>>全部作品，毕生之作
phosphorus		[n]<<chemistry>>磷
reservoir		水库，蓄水池
silt			淤泥
runoff			径流
legume			豆科植物
debar			阻止，排除
elicit			引出，得出
grain			粮食，谷粒
preside			主持，管理，担任会议主席
syrup			糖浆
barley			[n]<<dietetics>>大麦
pachyrhizus		[n]<<dietetics>>地瓜
tamper			做手脚，篡改；打夯机
demote			使降级
relegate		降级
dissipate		浪费，使消散
inane			空虚的
flimsy			脆弱的，薄的
insubstantial	脆弱的，不真实的
wanderlust		流浪癖
sectarian		宗派主义者
soporific		催眠的；安眠药
valiant			英勇的人；英勇的
hurl			用力抛，丢弃
motley			混杂的，杂色的
menace			恐吓，威胁
replete			充满的
interplay		相互影响
hearten			激励，振作，使振作
mortify			抑制，苦行，约束，使受侮辱
antecedent		先行词，祖先
tenet			原则，信条
negligent		粗心的，疏忽的
perfidy			不诚实，背信
perfidious		不忠的
scamper			蹦蹦跳跳，快速逃走
bemuse			使发呆，使困惑
tenacious		顽强的
stark			荒凉的，光秃秃的，朴实的，完全
retentive		记忆力好的
effete			[a]衰老的；不再生育的；失去活力的
dabble			涉猎，涉水
streak			条纹；疾驶，快速跑
titular			有名无实的
enact			颁布，扮演
rampant			猖獗的，蔓延的，奔放的
forlorn			被遗弃的
hover			盘旋，徘徊
forbear			忍耐，克制
paltry			微不足道的，无价值的，劣质的，不愉快的
turnip			[n]<<dietetics>>萝卜，大头菜
liverwurst		[n]<<dietetics>>德国猪肝肠
bushel			修整衣物
drape			窗帘；用帘覆盖
nymph			女神，居于山林水泽的仙女，美丽的少女
shat			排出粪便
cocked ear		竖起的耳朵
surfeit			过度饮食，由于过度饮食而恶心，过分沉溺，放纵
gaunt			憔悴的，荒凉的 
moth			蛾，蛀虫
aspersion		中伤，诽谤
dauphin			法国皇太子
splurge			挥霍，卖弄，炫耀 
mausoleum		陵墓
upturn			情况好转
hoist			起重机；升起，吊起
blister			水疱；痛打 
revel			狂欢，陶醉
ruck			褶皱，普通人，大量；弄皱
unwashed		不干净的，平民百姓的，下层人民的
grin			露齿而笑
hedgerow		灌木篱墙
hayloft			干草棚
loin			[n]<<dietetics>>腰，腰肉
pederast		好男色者
newlywed		新婚的；新婚夫妇
capping			遮盖物
frolic			嬉戏；快乐的 
overlade		超载
rhubarb			大黄，大黄叶柄，喧哗
rowan			欧洲山梨
wondrous		奇妙的，非常的
spry			活泼的，敏捷的，充满生气的
sly				狡猾的，淘气的 
ilk				类型，同类；相同的
bumpkin			土包子，乡巴佬，土老帽
slackjawed		发呆的
yak				耗牛，喋喋不休
kink			扭结，奇想，蜷缩；使扭结
foretaste		试吃，期待 
lunge			刺，戳，猛冲；驯马索
souse			[n]<<dietetics>>卤汁；腌制，喝醉，沁入水中
belcher			有大白点的蓝色围巾
bairn			小孩 
stein			一品脱容量的酒杯
puffy			肿胀的，过分修饰的；眼袋
cuckold			妻子有外遇的人
caff			（非正式）小餐馆
fiddler			拉小提琴的人，骗子，游荡的人
unbending		坚定的，冷漠的
gash			很深的裂缝，很深的伤口；砍入
multilated		残缺不全的
strew			散播 
lurid			可怕的，耸人听闻的
wind-up			令人恼怒的话，投球手的挥臂动作
fraternize		结交兄弟，友善
broomstick		扫帚柄
exotica			新奇事物
tae				朝，向 
preferential	优先的，优惠的
promissory		约定的，许诺的，约定支付的
jotun			巨人
ignoramus		无知的人
sumptuous		华丽的，奢侈的 
pinchfist		守财奴
tong			钳子，帮会
intermission	幕间休息，暂停
irksome			令人厌烦的
faux			人造的，假的
oversight		疏忽 
composure		镇静
rump			臀部 
lecherous		好色的，淫荡的
farmstead		农庄
safecracker		保险箱窃贼
tightrope		拉紧的绳索
cinch			肚脐，必定的事，极其容易的事情；用带子系衣服，确保
saltpeter		硝石，硝酸钾
fink			卑鄙小人；向警方告密
clover			三叶草
chowder			[n]<<dietetics>>海鲜杂烩汤
gumption		进取心，精明强干
gruel			[n]<<dietetics>>燕麦粥
porphyritic		斑岩的
restoration		政权复辟
henbane			天仙子
dictum			格言，声明，法官的附带意见
uncouth			笨拙的，粗俗的
wilt			使枯萎，使凋谢
sleet			雨夹雪
droop			下垂，凋谢
loll			诱惑，虚度光阴，松散地悬挂
dangle			摇晃地悬挂，在某人面前晃从而诱惑
sag				中间下垂，松弛，衰退，下跌，萎靡
macabre			可怕的，以死亡为主题的
toilsome		辛苦的，费力的
sketchpad		画板
inter			埋葬
disinter		挖掘，显露
hearse			棺材，灵车；埋葬 
inhume			埋葬 
tableware		餐具
birthright		与生俱来的权利，长子继承权
tatter			碎布，碎纸；扯碎
fizzle			失败，发出嘶嘶声
convenant		契约，婚约
upkeep			维持，维护费
irresistible	不可抵抗的，非常诱人的
lamen			挽歌，恸哭
sigil			魔印
bedpan			便盆
outcast			流浪的人；被驱逐的，无家可归的
pariah			被驱逐的人
elope			私奔，逃亡
cryonics		人体冷冻
vitrification	玻璃化
cyanotic		青紫的
umbilical		脐带的
neonatology		新生儿科
viscosity		粘液，粘度
rusty			迟钝的，生锈的
cortisol		皮质醇
cortisone		肾上腺皮质酮
machination		阴谋
nonrefundable	不可归还的
guesswork		猜测，臆测
appertain		属于，有关，适用
ogle			抛媚眼
oktoberfest		十月节，啤酒节
skitter			快速滑行或跳过，不平稳地走，沿水面抽鱼钩
jerky			不平稳的，抽筋的；干肉条
jittery			神经过敏的，战战克克的
glide			滑行，悄悄走
brethren		兄弟，同胞
formic			蚁酸的
urtica dioica	大荨麻
reconnoiter		侦察，勘察
mincemeat		水果馅
umbrage			不快，树荫，怀疑
hurtle			猛冲
otherworldly	来世的，超凡脱俗的
otherworld		来世，冥界
landslide		山崩，大胜利；压倒性优势获胜
flurry			慌张，疾风
pincer			钳子，拨钉钳
prehensile		善于领会的
sodden			浸透的；使浸透，使迷糊
unfrequented	人迹罕至的
behemoth		巨兽；巨大的 
partridge		松鸡
guzzle			狂欢，暴食 
lodging			寄宿处
marauder		掠夺者
fanfare			吹牛，号角齐鸣
nefarious		邪恶的
hobnail			鞋钉
monogram		交织文字
musty			发霉的，冷淡的
pâté			秃顶 
petty			琐碎的，小气的
troth			诺言，婚约 
bob				
gallivant		与异性闲逛
outrage			愤怒，暴行，侮辱；强奸，施加暴行
bunk			床铺；逃课
rabble			乌合之众，暴民，下层社会，长柄耙；聚众闹事，用长柄耙搅拌
tush			犬齿，獠牙
rehash			重复使用，缺乏创意地改变
picky			挑剔的
fishy			可疑的，呆滞的
tactless		不机智的，笨拙的 
saucepan		炖锅
sprig			小枝，图钉
bouillon		牛肉清汤
stewpot			炖锅 
simmer			炖，充满愤怒，酝酿，即将爆发
dill			莳萝
tablespoon		大汤勺
bunch			群，串，突出物
homage			敬意，效忠
fatback			背部肥肉
marjoram		马郁兰
helm			舵；掌舵，指挥
strongman		铁腕人物
camerlengo		财政官，天主教侍从
ringworm		癣
crevasse		裂缝，破口
ointment		药膏
batter			击球手，狂欢，字面磨损；形成 坡度，连续猛击
villainy		邪恶，坏事
gladiator		阔剑，斗剑者
seep			泄露，渗透
rescind			解除，撤回
grim			冷酷的，残忍的 
pillory			木枷；抨击，嘲笑，公开批评
cutpurse		扒手
nightshirt		夜班，夜班工人
misdoing		坏事，做错
numismatics		古币学，钱币学
knit			编织
tipsy			喝醉的，摇晃的
winkle			套出信息
wrinkle			皱纹
skittish		轻佻的，善变的，不安的，易受惊的
toffee			[n]<<dietetics>>太妃糖
prithee			[int]请
bestial			兽性的，野蛮的
makeshift		权宜之计；临时的
fallow			休耕的，不活跃的
enclose			围绕，封入
unrivaled		无敌的，无与伦比的 
virility		男子气概 
unparalleled	无双的，前所未有的
enthuse			充满热情，兴奋地说
romp			玩耍，轻易获胜
beanpole		用于给豆藤爬的杆，瘦高的人
centipede		[n]<<entomology>>蜈蚣
subterranean	地下的，秘密的；地下工作者
scolopendromorpha		[n]<<entomology>>蜈蚣属
heirloom		传家宝
albumen			[n]<<biology>>蛋白，胚乳
festoon			结彩
raftsman		撑筏者
wagonload		一货车的货物
populace		大众，平民
harlot			娼妓
noisome			恶臭的，有害的 
scallywag		饭桶，流氓 
underprice		低价竞争
plonk			重物落下的声音
botch			糟蹋，笨拙地修补
scenic			风景优美的；风景胜地
glade			树林环绕的开阔地方
muster			召集，点名；点名册，集合人员
podium			乐队指挥台，领奖台，矮墙
garter			袜带
heron			苍鹭
trounce			痛打，严责
interim			临时的；过渡时期
stellar			星的，一流的
prose			散文，单调；乏味的；乏味地讲话
affront			冒犯，公开侮辱
peep			窥视，偷看
oriole			[n]<<biology>>金莺
onset			开始，发动攻击
distraught		发狂的，伤心的
cormorant		[n]<<biology>>鸬鹚，贪婪的人；贪婪的
skirmish		小冲突，小争论；发生冲突
skirmisher		散兵
roster			花名册，执勤人员表
grievous		痛苦的，剧烈的
infamy			声名狼藉
droll			滑稽的；小丑；开玩笑
canoe			独木舟
millennial		一千年的
patio			露台，天井
achiote			[n]<<biology>>胭脂树
jalapeño		[n]<<dietetics>><<Mexican>>墨西哥胡椒
helitanker		消防直升机
scotch			结束，破除，楔入，切割表皮；刻痕，伤口
sadistic		施虐狂
rank			[a]讨厌的，恶臭的；繁盛的
truffle			[n]<<dietetics>>松露，巧克力糖
lubber			傻大个
nosey			好事的
earmuffs		耳塞，护耳
freestanding	不需要支撑物依靠的
pointillistic	点彩派画家；点彩派的
mademoiselle	[n]<<French>>小姐
riposte			[n]<<French>>反击，机智的应答
inbreed			天生，与生俱来 
queasy			呕吐的，反胃的
testy			易怒的，烦躁的
tinkle			叮当声
madame			夫人，太太
bon vivant		好交际且有很好食物品味的人
sprawl			无序地伸展，伸开四肢地坐或躺；四肢张开的姿势，杂乱的城市
flutter			[v]快速地拍打翅膀，不规则地振动，慌张无目标地移动或行为；[n]这样的行为，暴动，混乱或兴奋的状态，身体不问的不正常痉挛性颤动，受自然因素影响而产生的不被期望的震动
eyelash			[n]睫毛，一发之差
hairbreadth		[n]非常小的距离或边缘；[a]非常窄的
hairline		[n]非常窄的线，非常小的距离，只有一条线宽的横向或纵向的纺织物设计，有这样设计的纺织物，发际线，头发给脸定性的方式
mutton			[n]<<dietetics>>用于食用的成熟羊的肉
molt			[v]脱毛/羽毛/壳/角或者其他表层，周期性脱壳（常用于节肢动物）；[n]这样的行为或过程，脱皮
ecdysis			脱去表层的行为
adytum			古时只对牧师开放的最深处神秘的圣堂
innermost		[a]最深处的；[n]最深处的部分
inmost			[a]最深处的，距外层最远的
slough			[n]沼泽地，河流的入口，死水，沼泽或平地中的小溪，道德或精神沦丧的状态；[v]陷入沼泽，淌过（沼泽）；[n]给蛇脱皮，一大堆坏死的阻止，蜕皮时蜕掉的东西；[v]去皮，慢慢崩溃或瓦解，挣脱，（off）把令人厌烦/引起质疑/不好的部分丢弃，（桥牌输掉一局时的）弃牌
shed			[v]脱去不想要的部分，从植物或动物身上取出，成滴留下，丢弃，由于受伤而流血，使分开，驱散，洒；[n]丢弃的东西，土地分割；[n]用于保存或掩体的建筑，没有围起来的单层建筑；[v]住在这样的建筑中
confit			[n]<<dietetics>>利用自身脂肪做好的肉（鹅肉/鸭肉/猪肉），通常用水果或蔬菜做到只剩液体程度而制成的配菜
rillettes		[n]<<dietetics>>用脂肪保存的做好的切碎的肉（猪肉/鸭肉）
tramp			[v]略；[n]漂流者，远足者，妓女，步行旅行，用于保护鞋底的铁板；[a]没有住所/联系人/目的地的
jaunt			[n]短途旅行；[v]这样的旅行
trudge			[v]费力地行军；[n]令人疲惫的长途旅行
scrounge		[v]偷，通过借/搜寻/拾荒的方式获得，（up）哄骗，通过一切渠道以获取
swipe			[n]强有力的一扫，锋利而关键���言词；[v]扫的一击，偷，刷卡
pilfer			[v]小数目一次又一次地偷
plump			[v]突然或沉重地丢下/沉没/联系，强烈地帮助（for）；[n]突然的掉落/摔倒/一击，这样的声音；[adv]径直向前，伴随这样的掉落；[a]肥胖且招人爱的
blubber			[v]大声地哭；[n]鲸或其他哺乳动物的脂肪，身体的过量脂肪，大声哭
pudgy			[a]短小而粗胖的
rotund			[a]圆的，声音或韵律饱满的，显著地肥胖
orotund			[a]声音饱满/有力/清晰的，浮夸的
sonorous		[a]产生声音的，声音大的，在效果或风格上给人印象的，响度大的
sonority		[n]响度
fillip			
clout			
wham			
spank			
thud			
cuff			
dab				
douse			
pelt			[n]去毛的兽皮（通常是羊皮）；用于制革的去毛的皮；[v]对动物去毛；[v]连续打击；对目标投掷；[n]打击
full pelt		<<British>>全速
lick			[v]舔；连续打击；击败;[n]一次打击；自然的有盐储备的地方；用于给牲畜吃的含盐的东西；一种即兴发挥的音乐手法；很明显的凹进
lick and a promise		对任务的不怎么样的表现
get in one's lick		
lick into shape	使有更好地形式或状态
lick one's chops		垂涎欲滴
lick one's wounds		从失败或失望中恢复
snatch			
cahoot			（in cahoots）合伙，同伙
afresh			
flatulence		[n]胀气，自负
milksop			
ingrate			
yoke			
cackle			
shrew			
heathen			
harangue		[n]公开演讲，咆哮状态的讲话或行文，讲座；[v]公开演讲
diatribe		[n]挖苦或批评性的话或文，讽刺
satirical		[a]讽刺性的
satire			[n]讽刺，用来暴漏和使小错误丢脸的强烈批评
lampoon			[n]挖苦；讽刺写作
pasquinade		[n]讽刺性笔法；公开挖苦
parody			[n]对文学作品或音乐的滑稽的模仿；[v]
trenchant		[a]
discredit		
jeremiad		
philippic		
tirade			
descant			
expatiate		
folly			[n]
immaculate		
heretic			
smarmy			[a]展示或被自以为是/迎合讨好/假正经标记的，品味或质量低俗肮脏的
sleazy			[a]不结实的，粗制滥造的，低品质或性格的，毁坏的 
squalid			[a]由于被忽视或贫穷而被肮脏或下流标记的
sordid			[a]卑鄙下流的，肮脏的，自私贪婪的，颜色不鲜艳的
shoddy			[n]长毛，软再生毛；[a]劣质的，便宜仿制的，下流的，破烂肮脏的
slut			[n]泼妇
eroticism		[n]性的兴奋，性欲亢进，性爱倾向
marital			[a]婚姻的，夫妇间的
polecat			[n]臭鼬
puff			[n]烟，一阵风，吹捧额文章，吹嘘，广告；[v]喷开，膨胀，喷漆前进，骄傲自满
pomade			[n]润发油
foolproof		[a]十分简单的，可靠不会出错的
jiffy			[n]一瞬间
trice			[n]一瞬间；[v]用短绳子吊起
paragon			[n]完美的示范；[v]匹敌
beau ideal		[n]完美的模型
exemplar		[n]理想的模型，特别品种，抄本
eidolon			[n]幻象，理想模型
nonesuch		[n]无可匹敌的人或事物
nonpareil		[a]无可匹敌的；[n]无可匹敌的个体，多种颜色的小糖球，一小片被白色糖球覆盖的巧克力
patron saint	[n]守护神，原始模型或领导
shellacking		[n]决定性胜利
overthrow		[v]推翻，颠覆，击败
plastering		[n]塑料外皮，决定性胜利
trimming		[n]附加的食物装饰物，附加装饰物，修建某物后的残余，击败
whipping		[n]严重击败或惩罚，小针脚缝合，用于包扎或加固的材料
overcast		[v]使暗淡，用长斜面缝以防解开
ravel			[v]解开（线圈），分崩，碎，降低混乱程度，使混乱；[n]这样的动作或结果
luscious		[a]甜的，性的，色诱的，非常奢华或吸引人的，过分装饰的
scrumptious		[a]令人愉悦的，很好的，美味的
physiognomy		[n]相面术
en face			[n]正面
wink			[v]快速眨眼好像在发信号或调情，避免看见（at），断断续续地闪动，结束（out），停止闪动（out），用光发信号；[n]一段时间的失眠，这样的行为，一瞬间
siesta			[n]下午觉
epilepsy		[n]癫痫
tenanus			[n]破伤风，强直
scrotum			[n]阴囊
compartment		[v]分割，划分；[n]火车上的小客房
compartmentalize		[v]划分
trimester		[n]三个月的一学期
bunker			[n]用于存储的箱子或单间，用于存储船燃料的舷侧，保护性的路堤或防空洞；[v]把船存储间填满煤或油，用这样的屋子存储
embrasure		[n]用于射击的墙的向外开口或防御工事的矮墙，窗或门的凹处
shipboard		[n]船，船的一侧
dugout			[n]挖空一个大木头而制成的船，山腰的避难所，在地方用草皮做屋檐的小屋，棒球场边供球员休息的地方
baseball diamond		[n]棒球内场
presto			[interjection]用于表示魔术的瞬间出现；[a][adv]像变魔术一样快，（音乐指示）快节奏；[n]快节奏音乐
genitalia		[n]生殖器，外阴部
gingerly		[a]谨慎的；[adv]谨慎地
apace			[adv]以快步伐，肩并肩（of, with）
pronto			[adv]没有延迟地
sacrament		[n]圣礼，圣餐
convent			[n]由宗教命令或聚集组成的当地社区
vexillology		[n]旗帜学
oxymoron		[n]矛盾修饰法
stricture		[n]身体通道的不寻常狭窄，在产生语音时对呼吸通道的收缩，限制，有敌意的批评
censure			[n]谴责，批评
commination		[n]斥责，谴责
excoriate		[v]磨掉表皮，严厉地责难
scathe			[n]伤害，损伤；[v]使受伤，灼烧，猛烈抨击
withering		[a]毁灭性的
assail			[v]攻击，遭遇/攻击/正面攻击，强烈反对/挑战/批评
potshot			[n]从埋伏处的对一个随机或容易击中目标的一击，以随机或零星方式做出的批评；[v]进行一次这样的攻击
scathing		[a]严厉的，激烈的
snarky			[a]急躁的，无常的，用讽刺/无礼的语气或礼节
impertinent		[a]不恰当的，不相关的，无礼的
peevish			[a]易怒的
perverse		[a]倔强的，不正当的，违背常理的
snappy			[a]活跃的，做事快的，冷冰冰的
waspish			[a]像黄蜂一样的，暴躁的，苗条的
wasp			[n]黄蜂
belabor			[v]用语言攻击，重打，过度地表达或坚持
harp			[n]竖琴，口琴；[v]弹竖琴，（on）单调乏味地重复一个话题
casework		[n]涉及直接考虑个别个案(如个人或家庭)的问题、需要及调整的社会工作
workbook		[n]工人手册，作业本，包含多个电子制表的单一文件
spreadsheet		[n]电子表格
crockery		[n]陶器，瓦器
cider			[n]苹果汁，苹果酒
atole			[n]煮成糊状或稀粥的玉米粉
hotshot			[n]快速运输，被公认有能力或成功的人
leash			[n]皮带；[v]束缚
nightstand		[n]床头柜
night table		[n]床头柜
amethyst		[n]紫水晶，中等紫色
wormhole		[n]虫洞
treetop			[n]树顶，树梢
driveway		[n]临近地面的私人车道
petechiae		[n]瘀点
premortem		[n]事前验尸
ligature		[n]结扎，绷带
intradermal		[a]皮肤内的，真皮内的
belle epoque	[n]一段艺术或文化的高度发展，法国19世纪末的这样一段时间
fin de siècle	[a]与文学艺术氛围/厌世/上层社会绝望有关的接近19世纪末的，世纪末的
seethe			[v]沸腾，激动，冒泡
doughy			[a]半熟的，迟钝的 
standpoint		[n]立场，观点
tertiary		[a][n]第三纪
reflexive		[a]自反的，反身的，反射的
sledge			[n]雪橇，大锤
sled			[n]雪橇
sledgehammer	[n]双手大锤；[v]用大锤打
hiss			[n][v]嘘声
squish			
squishy			[a]黏糊糊的，湿软的
stub			
mangle			
shove			
tendril			[n]卷须，蔓 
doorstep		[n]门阶
crème brûlée	[n]<<dietetics>><<French>>焦糖布丁
trove			[n]宝藏，宝库
fiddle			[n]小提琴
swaddle			[n]襁褓，绷带；[v]束缚，裹住
fritz			[n]机器出故障
on the fritz	出故障
cheesy			[a]破烂的
plush			[n]长毛绒；[a]长毛绒的，豪华的
rad				[n]辐射剂量单位
pout			[n][v]噘嘴，闷闷不乐
punch line		[n]故事中的关键句
majestic		[a]庄严的，宏伟的
clingy			[a]紧贴的
misfit			[n][v]不适合环境的人
hippie			[n]嬉皮士
squat			[n][v]蹲坐，蹲牢
invoice			[n][v]发票，委托寄售商品
munchies		[n]小点心
detox			[n]排毒
smoothie		[n]<<dietetics>>奶昔
conjunctivitis	[n]<<medical>>结膜炎
measles			[n]<<medical>>麻疹
cabby			
cricket			[n]板球
slippage		[n]滑动
Sazerac			[trademark]<<dietetics>>
blimey			[interj]表达惊讶或困惑
Gorblimey		[interj]<<British>>表达惊讶或困惑
contender		[n]争夺冠军或最高荣誉的竞争者
uncalled		[a]未被邀请的
brioche			[n]<<dietetics>>奶油蛋卷
redact			[v]编辑，记下，从公开资料中去除
juicy			[a]经济回报高的，多彩的，生机勃勃的
civvy			[n]能区分与特殊服装的平民服装，平民
enquiry			[n]<<British>>inquiry
inquiry			[n]询问，对公共兴趣的系统性调查，研究
mosque			[n]清真寺
wig				[n]假发；[v]斥责
toupee			[n]（男用）假发
fob				[n]表袋，钥匙链，钥匙链上的挂饰			
cassette		[n]磁带盒
flippant		[a]不严肃的
trawl			[n]用于放到海底部打捞的大型圆锥形渔网；[v]打捞，用鱼饵捕捞
lymphoma		[n]<<medical>>淋巴瘤
deepfake		[n]录音或图像的伪造
frontal			[n]房屋的正面，额骨；[a]额的，正面的
quirk			[n]突然扭曲，特别特性，从相邻的构件中分离出珠子或其他模子的槽；[v]扭曲
idiosyncrasy	[n]特征，癖好
mannerism		[n]特殊习惯
preciosity		[n]不易满足的精度
mascot			[n]吉祥物
periapt			[n]护符
sidewalk		[n]人行横道
c-spine			[n]<<anatomy>>cervical spine
flaunt			[n][v]炫耀
Mick			[n]（贬义）爱尔兰人
borough			[n]自制市
fakery			[n]伪造，伪造品
ward			[n]病房，守卫
cicada			[n]蝉
imposing		[a]令人印象深刻的，壮观的，令人生畏的
copycat			[n]盲目的模仿者
quartet			[n]四重奏，四个一组的东西
pavor nocturnus	[n]夜惊
night terror	[n]夜惊（在慢波睡眠中儿童在迷乱的恐惧中的突然醒来，通常在此之前会听到在睡眠中突然发出的尖锐的叫声，而且当孩子醒来时就不记得了）
safari			[n]旅行，远足，非洲东部打猎探险的部队和装备
ketamine		[n]克他命，K粉
convertible		[n]敞篷车；[a]有敞篷的，可转化的
vintage			[n]葡萄园的葡萄或葡萄酒产量，每年最好的葡萄酒，产量，收获葡萄的时间，生产或发源的一段时间，年龄；[a]古典的，旧的，过时的，最佳的
contemporaneous	[a]同一时期的
oldfangled		[a]过时的
fangle			[n]浮华或愚蠢的时尚；[v]用...装饰
weepy			[a]易哭泣的
donovanosis		[n]<<medical>>腹股沟肉芽肿
mace			[n]一种由干的肉豆蔻外部纤维状覆盖物组成的芳香香料，用作武器的棒子，骨棒，狼牙棒
clearance		[n]清理，清洁，肾清除率
pinpoint		[n]非常小或微不足道的东西，针尖，尖锐的小东西；[a]非常精确的，非常细小的
burrito			[n]<<dietetics>><<Mexican>>
egotistical		
ulcerative tinea pedis		[n]<<medical>>溃疡性脚癣
chlamydia		[n]<<biology>>衣原体
lumbar			[n][a]<<biology>>腰，腰神经，腰动脉
heparin			[n]<<medical>>肝素
aneurysm		[n]<<medical>>动脉瘤
resect			[v]切除
rejuvenation	[n]使恢复活力，返老还童
circumcise		[v]<<medical>>割包皮
prepuce			[n]<<anatomy>>包皮
clitoris		[n]<<anatomy>>阴蒂
labia minora	[n]<<anatomy>>小阴唇
metacarpophalangeal		[a]<<anatomy>>掌骨和指骨的
metacarpal		[n][a]<<anatomy>>掌骨
genitalia		[n]<<medical>>外部生殖器官
metastatic		[a]<<medical>>（肿瘤）转移的
lesion			[n]<<medical>>损害，病变
jejunum			[n]<<anatomy>>空肠
tenotomy		[n]<<medical>>腱切割术
discretionary	[a]由个人想法决定的
fallout			[n]放射性微尘，持续性后果
fall out		[v]争吵，结果是，在排名中弃权，脱落
oblate			[a]扁圆的，奉为神圣的
dweeb			[n]白痴，笨蛋
masseter		[n]<<medical>>咬肌
celiac			[a]<<medical>>腹腔的
priapism		[n]<<medical>>阴茎异常勃起
condominium		[n]公寓
spasm			[n]痉挛
flextime		[n]弹性工作时间
arraign			[v]在法庭上对被告提问，控告
señora			[n]夫人
forcep			[n]钳子
calcaneus		[n]<<anatomy>>跟骨
cervical		[a]<<anatomy>>颈的，子宫颈的
fistula			[n]<<anatomy>>瘘管
fireplace		[n]壁炉
stenosing tenosynovitis		[n]狭<<medical>>窄性腱鞘炎
phlebitis		[n]<<medical>>静脉炎
decathlon		[n]十项全能
manicure		[n][v]美甲
epistaxis		[n]<<medical>>鼻出血
rosin			[n]松香，树脂
tendonitis		[n]<<medical>>肌腱炎
plexus			[n]<<anatomy>>（血管、淋巴）丛
swab			
mop				
yarn			
rinse			[v]漱，冲洗
lasagna			[n]<<dietetics>><<Italian>>千层面
paronychia		[n]<<medical>>甲沟炎
fascia			[n]<<anatomy>>筋膜
creatinine		[n]<<biochemistry>>肌酸酐
anaphylactic	[a]过敏性的
bronchus		[n]<<anatomy>>支气管
acetaminophen	[n]<<biochemistry>>对乙酰氨基酚，扑热息痛
cystic fibrosis	[n]<<medical>>囊胞性纤维症
septic			[n]败血症的，腐烂的
rasp			[v]摩擦，激怒；[n]锉刀，刺耳声
constrictor		[n]<<anatomy>>括约肌，大蟒蛇
microbe			[n]微生物
germ			[n]微生物，胚胎，基础
brachial artery	[n]<<anatomy>>肱动脉
nephropathy		[n]<<medical>>肾异常
upcoming		[a]即将发生的
platy			[n]剑鱼
stool			[n]粪便
whooping cough	[n]<<medical>>百日咳
vasectomy		[n]<<medical>>输精管切除术
homeopathic		[a]顺势疗法的
homoepathy		[n]通过小剂量管理而形成的治疗体系，其中这种药物在大剂量使用时会让健康人患病
congenital		[a]先天的
paraplegia		[n]<<medical>>半身不遂
quadriplegia	[n]<<medical>>四肢麻痹
slingshot		[n]强项
tic				[n]<<medical>>抽搐，痉挛
eye orbit		[n]眼眶
thrombus		[n]<<medical>>血栓
embolus			[n]<<pathology>>栓子
hyperplasia		[n]<<medical>>增生
pedophile		[n]恋童癖者
ligament		[n]<<anatomy>>韧带
reprehensive	[a]斥责的
vascular		[a]<<medical>>血管的
angina			[n]<<medical>>心绞痛
anesthetize		[v]<<medical>>麻醉
enema			[v]<<medical>>灌肠
nebulizer		[n]喷雾器
cooling blanket	[n]<<medical>>降温毯
sigmoid			
perforate		[v]穿孔
hypoglycemia	[n]棣棠
placeta			
aspirate		
viral			
gauze			[n]纱布
ballsy			
meconium aspiration		[n]<<medical>>粪便吸入综合征
hypoxia			[n]<<medical>>缺氧
catheter		[n]导管
mimosa			
constipate		[v]
bratmurst		
atrium			
exitus			
surreal			
snoop			
abstein			
yearbook		
paramedic		[n]护理人员
neonatal		[n]新生儿科
paroxetine		
impedance		[n]阻抗
compound		
premonition		[n]<<medical>>预兆瘤
meningonia		[n]<<medical>>脑膜瘤
palliative		
ligate			
osteotomy		[n]<<medical>>截骨术
morselize		
encase			
insular			[a]孤立的，海岛的，海盗人民的
blip			[n]雷达上的物体光点
resuscitate		[v]<<medical>>使复苏，使复兴
appendectomy	[n]<<medical>>阑尾切除
alopecia		[n]<<medical>>秃顶
dementia		[n]痴呆
metastasize		[v]<<medical>>转移
ex vivo surgery	[n]<<medical>>体外手术
vagal nerve		[n]<<medical>>迷走神经
congenital tricuspid atresia		[n]<<medical>>先天性三尖瓣闭锁
uremia			[n]<<medical>>尿毒症
whiplash		[n]<<medical>>扭伤
tingly			[a]发麻
varsity			[n]大学运动代表队
paranoia		[n]<<medical>>偏执狂，妄想狂
paygrade		[n]薪饷等级
handout			[n]给乞丐的一部分食物/衣服/钱，免费发放的信息，准备好用于发放给媒体的陈述；免费给，给予
mete			[v]通过测量给出（out）；[n]界限
clarion			[n]有尖锐音调的中世纪号角；[adj]非常清晰，大声而清晰
cathartic		[n][a]<<medical>>通便药，泻药
headway			[n]进步，前进，允许通过的净空高度，同路线同方向两辆车的间隔时间
furtherance		[n]促进，推进
onrush			[n]猛冲，急流
